X,Y
542499.75,-52500.2109375
547499.75,-52500.2109375
602499.75,-52500.2109375
677499.75,-52500.265625
622499.75,-57500.203125
627499.75,-57500.203125
502499.875,-57500.2109375
552499.75,-57500.2109375
462499.859375,-56548.65234375
612499.75,-62500.203125
497499.875,-62500.234375
502499.875,-67498.15234375
607499.75,-72500.203125
472499.875,-72446.1874998624
487499.875,-72500.25
617499.75,-77500.203125
517499.875,-77500.21875
482499.875,-77500.25
627499.75,-82500.203125
547499.75,-87500.2109375
657499.75,-87500.203125
487499.875,-87500.25
642499.75,-92500.203125
667499.75,-92500.234375
522499.8125,-92500.21875
672499.75,-92500.2578125
617499.75,-97500.203125
657499.75,-97500.203125
507499.875,-97500.21875
472499.875,-97500.25
692499.75,-97500.25
527499.75,-102500.203125
622499.75,-102500.203125
497499.875,-102500.25
507499.875,-102500.2109375
467499.875,-102500.25
687499.75,-102500.25
622499.75,-107500.203125
657499.75,-107500.203125
502499.875,-107500.2734375
502499.875,-112500.2578125
667499.75,-112500.2734375
472499.875,-112500.28125
492499.875,-112497.90625
672499.75,-112500.2734375
492499.875,-117500.3125
637499.75,-117500.359375
662499.75,-117500.359375
607499.75,-122500.359375
617499.75,-122500.359375
652499.75,-122500.359375
687499.75,-127500.296875
707499.75,-127500.296875
59571.7810362777,-127724.6640625
217499.9375,-132500.3046875
672499.75,-132500.3046875
522499.8125,-132500.3671875
617499.75,-132500.3671875
647499.75,-132500.3671875
652499.75,-132500.3671875
657499.75,-132500.3671875
139670.241982706,-132557.9453125
79614.409934113,-132689.546875
192499.9375,-137500.3125
212499.9375,-137500.3125
687499.75,-137500.3125
707499.75,-137500.3125
507499.875,-137500.375
637499.75,-137500.375
114665.394274149,-137617.0
79625.5935194835,-137696.6875
49575.3317829549,-137765.078125
197499.9375,-142500.3125
472499.875,-142500.3125
502499.875,-142500.34375
507499.875,-142500.375
632499.75,-142500.375
642499.75,-142500.375
192499.9375,-147500.3125
212499.9375,-147500.3125
477499.875,-147500.3125
482499.875,-147500.3125
552499.75,-147500.375
104679.679421478,-147649.890625
99674.4098995679,-147662.109375
44589.1325650917,-147796.546875
212499.9375,-152500.3125
567499.75,-152500.375
64638.3708380628,-152756.015625
260226.531249931,-154123.812499491
217499.9375,-157500.3125
462499.875,-157500.3125
682499.75,-157500.3125
647499.75,-157500.375
657499.75,-157500.375
54633.6442672549,-157790.5
192499.9375,-162500.3125
207499.9375,-162500.3125
237499.9375,-162500.3125
667499.75,-162500.34375
287499.875,-167500.3125
592499.75,-167500.375
94720.886448998,-167697.890625
84708.2926989835,-167725.640625
197499.9375,-172500.3125
237499.9375,-172500.3125
692499.75,-172500.3125
647499.75,-172500.375
114755.175459024,-172646.65625
89728.8707935409,-172718.0625
252499.9375,-177500.3125
697499.75,-177500.3125
642499.75,-177500.375
192499.9375,-182500.3125
472499.875,-182500.3125
477499.875,-182500.3125
617499.75,-182500.375
89758.2652958944,-182730.640625
222499.9375,-187500.3125
227499.9375,-187500.3125
482499.875,-187500.3125
532499.75,-187500.375
612499.75,-187500.375
627499.75,-187500.375
94779.6676426701,-187721.40625
517499.875,-192500.375
522499.8125,-192500.375
637499.75,-192500.375
197499.9375,-197500.3125
267499.875,-197500.3125
472499.875,-197500.3125
522499.8125,-197500.375
542499.75,-197500.375
557499.75,-197500.375
572499.75,-197500.375
662499.75,-197500.375
277499.875,-202500.3125
482499.875,-202500.3125
497499.875,-201310.5
557499.75,-202500.375
257499.921875,-207500.3125
472499.875,-207500.3125
497499.875,-208152.500000014
512499.875,-207500.375
177499.9375,-212500.3125
212499.9375,-212500.3125
267499.875,-212500.3125
472499.875,-212500.3125
227499.9375,-217500.3125
487499.875,-217500.3125
262499.890625,-222500.3125
692499.75,-227500.25
182499.9375,-227500.3125
212499.9375,-227500.3125
217499.9375,-227500.3125
232499.9375,-227500.3125
252499.9375,-227500.3125
642499.75,-227500.28125
212499.9375,-232500.3125
292499.875,-232500.3125
557499.75,-232500.328125
692499.75,-237500.25
297499.875,-237500.3125
322499.875,-237500.3125
477499.875,-237500.3125
687499.75,-242179.687500606
192499.9375,-242500.3125
287499.875,-242500.3125
292499.875,-242500.3125
472499.875,-242500.3125
477499.875,-242500.3125
492499.875,-242500.3125
562499.75,-242500.3125
572499.75,-242500.3125
197499.9375,-247118.625
272499.875,-247500.3125
282499.875,-247500.3125
322499.875,-247500.3125
327499.875,-247500.3125
417499.875,-247500.34375
437499.875,-247500.34375
667499.75,-252500.25
207499.9375,-252379.4375
297499.875,-252500.3125
302499.875,-252500.3125
307499.875,-252500.3125
312499.875,-252500.3125
317499.875,-252500.3125
327499.875,-252500.3125
477499.875,-252500.3125
482499.875,-252500.3125
437499.875,-252500.34375
517499.875,-252500.34375
342499.875,-252500.375
662499.75,-257500.25
267499.875,-257500.3125
287499.875,-257500.3125
307499.875,-257500.3125
312499.875,-257500.3125
317499.875,-257500.3125
327499.875,-257500.3125
412499.875,-257500.34375
517499.875,-257500.34375
347499.875,-257500.375
282499.875,-262500.3125
302499.875,-262500.3125
322499.875,-262500.3125
327499.875,-262500.3125
332499.875,-262500.34375
337499.875,-262500.375
342499.875,-262500.375
352499.875,-262500.375
242499.9375,-267500.3125
272499.875,-267500.3125
282499.875,-267500.3125
297499.875,-267500.3125
322499.875,-267500.3125
327499.875,-267500.3125
582499.75,-267500.3125
337499.875,-267500.375
347499.875,-267500.375
352499.875,-267500.375
452499.875,-267500.375
542499.75,-267500.375
272499.875,-272500.3125
312499.875,-272500.3125
322499.875,-272500.3125
392499.875,-272500.375
272499.875,-277500.3125
277499.875,-277500.3125
302499.875,-277500.3125
317499.875,-277500.3125
322499.875,-277500.3125
332499.875,-277500.34375
482499.875,-277500.3125
342499.875,-277500.375
432499.875,-277500.375
472499.875,-277500.375
297499.875,-282500.3125
317499.875,-282500.3125
322499.875,-282500.3125
447499.875,-282500.375
317499.875,-287500.3125
557499.75,-287500.34375
567499.75,-287500.3125
372499.875,-287500.375
442499.875,-287500.375
457499.875,-287500.375
562499.75,-292500.3125
347499.875,-292500.375
367499.875,-292500.375
372499.875,-292500.375
437499.875,-292500.375
537499.75,-292500.375
302499.875,-297500.3125
577499.75,-297500.3125
582499.75,-297500.3125
342499.875,-297500.375
482499.875,-297500.375
532499.75,-297500.375
297499.875,-302226.75
322499.875,-302500.3125
337499.875,-302500.375
347499.875,-302500.375
377499.875,-302500.375
467499.875,-302500.375
492499.875,-302500.375
312499.875,-307500.3125
327499.875,-307500.3125
332499.875,-307500.34375
577499.75,-307500.3125
342499.875,-307500.375
377499.875,-307500.375
317499.875,-312500.3125
342499.875,-312500.375
387499.875,-312500.375
402499.875,-312500.375
367499.875,-317500.375
427499.875,-317500.375
437499.875,-317500.375
412499.875,-322500.375
447499.875,-322500.375
452499.875,-322500.375
362499.875,-327500.375
372499.875,-327500.375
377499.875,-327500.375
482499.875,-327500.375
502499.875,-327500.375
527499.75,-327500.375
552499.75,-327500.375
562499.75,-332500.28125
367499.875,-332500.34375
377499.875,-332500.34375
387499.875,-332500.34375
392499.875,-332500.34375
367499.875,-337500.3125
447499.875,-337500.3125
372499.875,-347500.3125
402499.875,-347500.3125
412499.875,-352500.3125
522499.8125,-357500.25
367499.875,-362500.3125
367499.875,-367500.3125
387499.875,-367500.3125
502499.875,-377500.21875
517499.875,-377500.25
417499.875,-392500.3125
502499.875,-397500.21875
482499.875,-407500.25
387499.875,-407500.3125
417499.875,-407500.3125
502499.875,-422500.21875
427499.875,-422500.28125
432499.875,-422500.25
477499.875,-422500.25
447499.875,-442500.25
462499.875,-442500.25
462499.875,-447500.25
467499.875,-447500.25
467499.875,-452500.25
457499.875,-462500.25
462499.875,-467500.25
517499.875,-12500.21484375
522499.8125,-12514.1284174322
527499.75,-12500.2138671875
522499.8125,-17500.21484375
527499.75,-17500.2138671875
517499.9375,322499.9375
